search URL:,https://patents.google.com/?q=bike
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US5785337A,Propulsion system for a bicycle ,Ming; Kuan Shang,Kuan Shang Ming,1996-07-15,1996-07-15,1998-07-28,1998-07-28,https://patents.google.com/patent/US5785337A/en
US5676020A,Hand-rotatable bicycle gear shift actuator with overshift return ,Sram Corporation,"Brian Jordan, Sam Patterson",1995-06-30,1995-06-30,1997-10-14,1997-10-14,https://patents.google.com/patent/US5676020A/en
US4638933A,Portable front bike pack assembly ,Richard Boufford,Richard Boufford,1985-05-28,1985-05-28,1987-01-27,1987-01-27,https://patents.google.com/patent/US4638933A/en
US6126571A,Apparatus for removably interfacing a bicycle to a computer ,Parks; Edward H.,Edward H. Parks,1999-05-04,1999-05-04,2000-10-03,2000-10-03,https://patents.google.com/patent/US6126571A/en
US6868998B2,Bike mount ,"Watermark Paddlesports, Inc.",Gregory A. Dean,2001-07-10,2002-07-10,2005-03-22,2005-03-22,https://patents.google.com/patent/US6868998B2/en
US5803328A,Bicycle aerobar bag ,Nakahara; Toshikazu,Toshikazu Nakahara,1997-01-07,1997-01-07,1998-09-08,1998-09-08,https://patents.google.com/patent/US5803328A/en
US4272096A,Powerful oscillating pedal bicycle ,"Energenic Propulsions, Ltd.",Boris Efros,1978-02-21,1978-02-21,1981-06-09,1981-06-09,https://patents.google.com/patent/US4272096A/en
US5135145A,Mountain bike rack ,"Graber Products, Inc.","Kenneth J. Hannes, Ervin L. Severson",1989-09-29,1990-09-25,1992-08-04,1992-08-04,https://patents.google.com/patent/US5135145A/en
US5476202A,Automobile mounted multiple bike and ski racks ,Lipp; Dale J.,Dale J. Lipp,1994-08-31,1994-08-31,1995-12-19,1995-12-19,https://patents.google.com/patent/US5476202A/en
US20040162172A1,Bicycle crank assembly ,Shimano Inc.,"Masahiro Yamanaka, Yoko Terasawa, Sota Hamada, Takahiro Nakano, Yoshiyuki Yoshida, Takashi Ishihara, Toshiaki Tatsumi",2003-02-18,2004-02-09,2004-08-19,,https://patents.google.com/patent/US20040162172A1/en
US6109638A,Honeycomb reinforced composite fiber bicycle frame ,Trek Bicycle Corporation,James E. Colegrove,1998-06-09,1998-06-09,2000-08-29,2000-08-29,https://patents.google.com/patent/US6109638A/en
US4114918A,Suspension system for wheel of a motor bike ,"Parlec, Inc.",Peter M. Lutz,1977-03-18,1977-03-18,1978-09-19,1978-09-19,https://patents.google.com/patent/US4114918A/en
US8162345B1,Foldable bicycle ,"Chanton Trading Co., Ltd",Chung Szu-Yao,2011-02-15,2011-02-15,2012-04-24,2012-04-24,https://patents.google.com/patent/US8162345B1/en
US5413368A,Bicycle with trailing arm wheel suspensions ,Cannondale Corporation,"Alex Pong, Skooks Pong",1993-09-16,1993-09-16,1995-05-09,1995-05-09,https://patents.google.com/patent/US5413368A/en
US6533690B2,Chain guide apparatus for bicycle ,Robert L. Barnett,Robert L. Barnett,2001-04-30,2001-04-30,2003-03-18,2003-03-18,https://patents.google.com/patent/US6533690B2/en
US4780864A,Combination wristwatch and bicycle computer ,Timex Corporation,John T. Houlihan,1988-03-21,1988-03-21,1988-10-25,1988-10-25,https://patents.google.com/patent/US4780864A/en
US7824287B2,Bicycle sprocket ,Shimano Inc.,"Tetsu Nonoshita, Hideya Inoue, Atsuhiro Emura",2005-12-02,2005-12-02,2010-11-02,2010-11-02,https://patents.google.com/patent/US7824287B2/en
US3833242A,Bicycle frame ,Original Plastic Bike,W Thompson,1972-12-29,1972-12-29,1974-09-03,1974-09-03,https://patents.google.com/patent/US3833242A/en
US5575443A,Quick release accessory mount on a bicycle ,Honeycutt; Jay W.,Jay W. Honeycutt,1994-10-04,1994-10-04,1996-11-19,1996-11-19,https://patents.google.com/patent/US5575443A/en
US20020153695A1,Bike handle tightening device after separated from a bike frame ,Ping-Tien Wang,Ping-Tien Wang,2001-04-18,2001-04-18,2002-10-24,,https://patents.google.com/patent/US20020153695A1/en
US4049959A,Overhead bike light ,Ledterman Robert S,Robert S. Ledterman,1975-09-05,1975-09-05,1977-09-20,1977-09-20,https://patents.google.com/patent/US4049959A/en
WO2002030732A1,Step-bike ,"Goldbike-Indústria De Bicicletas, Lda",Aleixo Carlos Jorge Prior,2000-10-13,2001-10-11,2002-04-18,,https://patents.google.com/patent/WO2002030732A1/en
US5988741A,Bicycle seat post flare post ,"Voss; Darrell W., Klein; Gary G.","Darrell W. Voss, Gary G. Klein",1995-04-17,1995-04-17,1999-11-23,1999-11-23,https://patents.google.com/patent/US5988741A/en
US5419574A,Adjustable frame recumbent bicycle ,Krumm; Paul J.,Paul J. Krumm,1991-10-10,1994-07-25,1995-05-30,1995-05-30,https://patents.google.com/patent/US5419574A/en
US6871729B2,Master cylinder for a brake or clutch of a motorcycle or bike ,Freni Brembo S.P.A.,"Michael Huster, Andrea Stuhler, Roberto Bonfanti",2001-03-02,2001-03-02,2005-03-29,2005-03-29,https://patents.google.com/patent/US6871729B2/en
US5509679A,Rear suspension for bicycles ,"89908, Inc.",Horst Leitner,1992-01-21,1994-09-09,1996-04-23,1996-04-23,https://patents.google.com/patent/US5509679A/en
US5632362A,Bicycle disc brake ,"Rockshox, Inc.",Horst Leitner,1995-08-15,1995-08-15,1997-05-27,1997-05-27,https://patents.google.com/patent/US5632362A/en
US6027133A,Support stand for a mountain bike ,Phillips; Michael E.,Michael E. Phillips,1998-05-20,1998-05-20,2000-02-22,2000-02-22,https://patents.google.com/patent/US6027133A/en
US5303439A,Multipurpose bicycle tool kit ,Seals Robert L,Robert L. Seals,1993-07-08,1993-07-08,1994-04-19,1994-04-19,https://patents.google.com/patent/US5303439A/en
US6244398B1,Shock absorber with variable bypass damping ,K2 Bike Inc.,"Robert H. Girvin, Edward C. Jones, Jr.",1997-05-15,1998-09-09,2001-06-12,2001-06-12,https://patents.google.com/patent/US6244398B1/en
US5478100A,Bicycle frame having thru the tube cable routing ,Huffy Corporation,"Freedus A. McDermitt, Jr., Fred R. Hemmelgarn, Larry D. Trout",1994-07-15,1994-07-15,1995-12-26,1995-12-26,https://patents.google.com/patent/US5478100A/en
US6012999A,Hydraulically-operated bicycle shifting system with positive pressure actuation ,Patterson; Richard A.,Richard A. Patterson,1997-12-24,1997-12-24,2000-01-11,2000-01-11,https://patents.google.com/patent/US6012999A/en
US4371184A,Bike trailer ,"Henden Derek J, Morris Stuart R","Derek J. Henden, Stuart R. Morris",1981-02-09,1981-02-09,1983-02-01,1983-02-01,https://patents.google.com/patent/US4371184A/en
US4712592A,Bicycle pump apparatus ,Brown Alexander N,Alexander N. Brown,1986-11-10,1986-11-10,1987-12-15,1987-12-15,https://patents.google.com/patent/US4712592A/en
US6793608B2,Stationary exercise bicycle ,"Mad Dogg Athletics, Inc.","Johnny Goldberg, John R. Baudhuin",1992-10-30,2002-03-07,2004-09-21,2004-09-21,https://patents.google.com/patent/US6793608B2/en
CN201357928Y,Dual-purpose cross-country bicycle capable of running on snowfield and public road ,旭 韩,"孙景文, 旭 韩",2008-12-19,2008-12-19,2009-12-09,2009-12-09,https://patents.google.com/patent/CN201357928Y/en
US5941125A,Bicycle shifting apparatus having remotely located levers for operating a single transmission ,"Shimano, Inc.","Etsuyoshi Watarai, Kenji Ose, Noriaki Takahashi",1995-12-28,1997-12-19,1999-08-24,1999-08-24,https://patents.google.com/patent/US5941125A/en
US4323263A,Bicycle front fork assembly ,"Cook Craig A, Cook Gary B","Craig A. Cook, Gary B. Cook",1980-02-15,1980-02-15,1982-04-06,1982-04-06,https://patents.google.com/patent/US4323263A/en
US7104562B2,Cantilever rear suspension for a bicycle ,Manfred Gingl,"John Schmider, Fabio Venier",2003-03-26,2004-03-25,2006-09-12,2006-09-12,https://patents.google.com/patent/US7104562B2/en
US5505493A,Bicycle with simulated motorcycle parts ,Roadmaster Corporation,"David K. Camfield, Daniel G. Hahn, Duane Niemeyer, Daniel F. Brashear, Ricke D. Shamhart",1992-06-10,1994-09-28,1996-04-09,1996-04-09,https://patents.google.com/patent/US5505493A/en
US4976424A,Load control for exercise device ,Schwinn Bicycle Company,"Bruce A. Sargeant, Mark J. Hoffenberg, Rob Reasons, Robert A. Walpert",1987-08-25,1988-12-22,1990-12-11,1990-12-11,https://patents.google.com/patent/US4976424A/en
US4852779A,Collapsible bike rack for automotive vehicle ,Kevin Berg,Kevin Berg,1988-02-16,1988-02-16,1989-08-01,1989-08-01,https://patents.google.com/patent/US4852779A/en
US7494181B2,Bicycle seat ,Samuel Tucker,Samuel Tucker,2006-09-05,2006-09-05,2009-02-24,2009-02-24,https://patents.google.com/patent/US7494181B2/en
US5975645A,Carbon bodied bicycle rim ,"Compositech, Inc.",Leigh R. Sargent,1996-09-09,1997-09-08,1999-11-02,1999-11-02,https://patents.google.com/patent/US5975645A/en
US6629574B2,Electric bicycle and methods ,Opti-Bike Llc,James R. Turner,1999-01-20,2001-08-17,2003-10-07,2003-10-07,https://patents.google.com/patent/US6629574B2/en
US3903613A,Bicycle training device for simulating the movement of a bicycle equipped with gears ,Aaron M Bisberg,Aaron M Bisberg,1974-02-07,1974-02-07,1975-09-09,1975-09-09,https://patents.google.com/patent/US3903613A/en
US6382370B1,Shock absorber with an adjustable lock-out value and two-stage flow restriction ,"K2 Bike, Inc.",Robert H. Girvin,1999-09-01,1999-09-01,2002-05-07,2002-05-07,https://patents.google.com/patent/US6382370B1/en
US5479776A,Control device of a bicycle gear change ,Campagnolo S.R.L.,Antonio Romano,1993-04-20,1994-03-18,1996-01-02,1996-01-02,https://patents.google.com/patent/US5479776A/en
US6886846B2,Rear bicycle suspension ,Ryan Michael Carroll,Ryan Michael Carroll,2002-09-06,2002-10-23,2005-05-03,2005-05-03,https://patents.google.com/patent/US6886846B2/en
US5011174A,Adjustable height bicycle seat mechanism ,Ross Clunis Robert A,Robert A. Ross-Clunis,1989-10-30,1989-10-30,1991-04-30,1991-04-30,https://patents.google.com/patent/US5011174A/en
US20110132946A1,Upright bike mount ,"Yakima Products, Inc.","Chris Sautter, James Owen, Dave Condon",2009-06-05,2010-06-07,2011-06-09,,https://patents.google.com/patent/US20110132946A1/en
US6206395B1,Telescopic and variable tilt bicycle gooseneck ,Arthur D. Young,Arthur D. Young,1999-07-08,1999-07-08,2001-03-27,2001-03-27,https://patents.google.com/patent/US6206395B1/en
US20080058170A1,Adjustable stationary bicycle ,"Giannascoli Antonio, Eric St-Amant, Guy Thibault","Antonio GIANNASCOLI, Eric St-Amant, Guy Thibault",2006-08-29,2007-08-28,2008-03-06,,https://patents.google.com/patent/US20080058170A1/en
US4709917A,Mock bicycle for exercise and training effects ,Yang Tai Her,Tai-Her Yang,1982-09-03,1985-04-29,1987-12-01,1987-12-01,https://patents.google.com/patent/US4709917A/en
US4426861A,Brake lock for motorcycles and the like ,Chillis Robert L,Robert L. Chillis,1981-08-13,1981-08-13,1984-01-24,1984-01-24,https://patents.google.com/patent/US4426861A/en
US4958831A,Stationary exercising bicycle apparatus ,Kim Sang Sup,Sang-Sup Kim,1987-06-01,1989-04-26,1990-09-25,1990-09-25,https://patents.google.com/patent/US4958831A/en
US5659900A,Sizing and stabilizing apparatus for bicycle helmets ,"Bell Sports, Inc.","Michel D. Arney, Andrew G. Ziegler",1993-07-08,1993-07-08,1997-08-26,1997-08-26,https://patents.google.com/patent/US5659900A/en
US20090286654A1,Controller for an exercise bicycle ,Michael Joseph Patrick Rice,Michael Joseph Patrick Rice,2000-03-21,2009-07-22,2009-11-19,,https://patents.google.com/patent/US20090286654A1/en
US6845998B2,Bicycle frame ,Fusion Bikes Gmbh,Bodo Probst,2002-11-18,2003-04-16,2005-01-25,2005-01-25,https://patents.google.com/patent/US6845998B2/en
US5441327A,Adjustable bicycle seat ,Sanderson; Mark B.,Mark B. Sanderson,1993-02-03,1993-02-03,1995-08-15,1995-08-15,https://patents.google.com/patent/US5441327A/en
US6755309B1,Bicycle stand ,Keith Runge,Keith Runge,2003-02-18,2003-02-18,2004-06-29,2004-06-29,https://patents.google.com/patent/US6755309B1/en
US20120202649A1,Pedal generator electric bicycle ,Clarkson University,Mark R. Huber,2011-02-07,2012-01-24,2012-08-09,,https://patents.google.com/patent/US20120202649A1/en
US3873128A,Drive transmission for a bicycle or the like ,Trans World Products Inc,"David Dunder, Sheldon Wiley",1973-05-29,1973-05-29,1975-03-25,1975-03-25,https://patents.google.com/patent/US3873128A/en
US4586706A,Two-stage exercise bike ,Wen-Kuei Lee,Yu-Chuan Chen,1985-03-13,1985-03-13,1986-05-06,1986-05-06,https://patents.google.com/patent/US4586706A/en
US4538480A,Bicycle pedal and shoe ,Trindle James J,James J. Trindle,1983-07-01,1983-07-01,1985-09-03,1985-09-03,https://patents.google.com/patent/US4538480A/en
US20070221693A1,Multi-purpose insulating and protective cover for containers ,Moore Howard L,Howard Moore,2006-03-24,2006-03-24,2007-09-27,,https://patents.google.com/patent/US20070221693A1/en
US7044542B2,Bicycle seat ,Armond Muscat,Armond Muscat,2003-06-02,2003-06-02,2006-05-16,2006-05-16,https://patents.google.com/patent/US7044542B2/en
US5943795A,Bicycle shoe ,Shimano Inc.,"Yutaka Ueda, Yuji Nakashima",1996-08-26,1998-07-23,1999-08-31,1999-08-31,https://patents.google.com/patent/US5943795A/en
US20090261557A1,Bicycle Rear Suspension System ,Sotto Llc,"Luther M. Beale, David M. Earle",2008-04-17,2009-04-17,2009-10-22,,https://patents.google.com/patent/US20090261557A1/en
US5921572A,Continuously compensating bicycle suspension system ,"Outback Bicycles, Inc.","Aaron E. Bard, David Ross, IV",1997-07-31,1997-07-31,1999-07-13,1999-07-13,https://patents.google.com/patent/US5921572A/en
US6149170A,Bike-like rehabilitation device ,David A. Dotson,David A. Dotson,1998-05-14,1998-05-14,2000-11-21,2000-11-21,https://patents.google.com/patent/US6149170A/en
US20050032596A1,Bicycle sprocket ,Shimano Inc.,"Tetsu Nonoshita, Yusuke Nishimoto",2003-08-07,2004-06-01,2005-02-10,,https://patents.google.com/patent/US20050032596A1/en
US20050057018A1,Bicycle rear suspension system ,Saiki Neal Tate,Neal Saiki,2003-09-15,2003-09-15,2005-03-17,,https://patents.google.com/patent/US20050057018A1/en
US6820448B1,Bike and motorcycle padlock ,Hui-Hua Hsieh,Hui-Hua Hsieh,2004-03-30,2004-03-30,2004-11-23,2004-11-23,https://patents.google.com/patent/US6820448B1/en
US7044891B1,Video bike ,Juan Rivera,Juan Rivera,2004-09-20,2004-09-20,2006-05-16,2006-05-16,https://patents.google.com/patent/US7044891B1/en
US4433802A,Combination back pack and bicycle saddle pack ,Woolf Robert M,Robert M. Woolf,1982-12-09,1982-12-09,1984-02-28,1984-02-28,https://patents.google.com/patent/US4433802A/en
US5692659A,Bicycle rack ,"Sportworks Northwest, Inc.",Michael K. Reeves,1994-02-22,1995-03-16,1997-12-02,1997-12-02,https://patents.google.com/patent/US5692659A/en
US5511810A,Hand driving device for a bicycle ,Tong; Kun-Yuan,Kun-Yuan Tong,1994-10-20,1994-10-20,1996-04-30,1996-04-30,https://patents.google.com/patent/US5511810A/en
US4121851A,Spinner for bike hub ,Ken-Neil Inc.,Kenneth N. Finkenbiner,1977-02-22,1977-02-22,1978-10-24,1978-10-24,https://patents.google.com/patent/US4121851A/en
US6471229B2,Bicycle steering dampening apparatus and an apparatus for installing the same ,Gary L. Stewart,Gary L. Stewart,1999-12-01,2001-04-03,2002-10-29,2002-10-29,https://patents.google.com/patent/US6471229B2/en
US20070096426A1,Integrated bicycle shifting and suspension system ,Mcandrews Mike,Mike McAndrews,2005-09-26,2006-09-26,2007-05-03,,https://patents.google.com/patent/US20070096426A1/en
US7168726B2,"Ultra lightweight, high efficiency bicycle suspension ",Trek Bicycle Corporation,Gary Klein,2003-01-10,2004-01-12,2007-01-30,2007-01-30,https://patents.google.com/patent/US7168726B2/en
US20050195094A1,System and method for utilizing a bicycle computer to monitor athletic performance ,White Russell W.,Russell White,2004-03-05,2004-03-05,2005-09-08,,https://patents.google.com/patent/US20050195094A1/en
US4133550A,Bicycle and power transmission system ,Brown Lawrence G,Lawrence G. Brown,1976-03-18,1978-02-03,1979-01-09,1979-01-09,https://patents.google.com/patent/US4133550A/en
US6592136B2,Bicycle fork cartridge assembly ,"Fox Factory, Inc.","William M. Becker, Brian Lampman",2001-07-02,2001-07-02,2003-07-15,2003-07-15,https://patents.google.com/patent/US6592136B2/en
US4067589A,Foldable bicycle ,Hon David T,David T. Hon,1976-05-21,1976-05-21,1978-01-10,1978-01-10,https://patents.google.com/patent/US4067589A/en
US4887249A,Bicycle watch - dual mode circuit ,Timex Corporation,Tom Thinesen,1988-04-19,1988-04-19,1989-12-12,1989-12-12,https://patents.google.com/patent/US4887249A/en
US3967575A,Bicycle safety warning flag ,"Lawrence Peska Associates, Inc.",Barbara Coutts,1974-04-15,1974-04-15,1976-07-06,1976-07-06,https://patents.google.com/patent/US3967575A/en
US6182991B1,Two wheel drive bicycle with a shock-absorbing front fork ,"Christini Technologies, Inc.","Steven J. Christini, Michael J. Dunn, Jeremy T. Shook, Robert L. Pigeon, Louis J. Allora",1996-04-26,1999-08-11,2001-02-06,2001-02-06,https://patents.google.com/patent/US6182991B1/en
US4632415A,Fork ends and hub of bicycle ,Wang San Hai,Wang San Hai,1984-10-29,1984-10-29,1986-12-30,1986-12-30,https://patents.google.com/patent/US4632415A/en
US5118020A,Sleeve and hold down for bike rack support arms ,"Graber Products, Inc.",Giancarlo Piretti,1990-09-25,1990-09-25,1992-06-02,1992-06-02,https://patents.google.com/patent/US5118020A/en
US5238259A,Quick release dropout for bicycle wheel ,"Wilson Stephen R, Halpin Douglas J","Stephen R. Wilson, Douglas J. Halpin",1991-09-19,1992-07-06,1993-08-24,1993-08-24,https://patents.google.com/patent/US5238259A/en
US6805657B2,Body-connected bike ,Justin W. Trenary,Justin W. Trenary,2002-11-05,2002-11-05,2004-10-19,2004-10-19,https://patents.google.com/patent/US6805657B2/en
US4378883A,Bicycle carrying case ,Profeta Joseph G,Joseph G. Profeta,1980-12-29,1980-12-29,1983-04-05,1983-04-05,https://patents.google.com/patent/US4378883A/en
US5348327A,Collapsible manually towed or bicycle trailered sailboard dolly ,Gieske Juergen W,Juergen W. Gieske,1993-02-26,1993-02-26,1994-09-20,1994-09-20,https://patents.google.com/patent/US5348327A/en
US4942778A,Clipless bicycle pedal system ,Bryne Richard M,Richard M. Bryne,1989-07-10,1989-07-10,1990-07-24,1990-07-24,https://patents.google.com/patent/US4942778A/en
US4768777A,Double functional exercise bike for exercise and training ,Yang Tai Her,Tai-Her Yang,1984-08-14,1986-08-13,1988-09-06,1988-09-06,https://patents.google.com/patent/US4768777A/en
US6077201A,Exercise bicycle ,Cheng; Chau-Yang,Chau-Yang Cheng,1998-06-12,1998-06-12,2000-06-20,2000-06-20,https://patents.google.com/patent/US6077201A/en
US5915711A,Bicycle training device ,Seiple; Steven J.,Steven J. Seiple,1998-06-19,1998-06-19,1999-06-29,1999-06-29,https://patents.google.com/patent/US5915711A/en
US5558349A,Self-locking bicycle ,Rubin; David M.,David M. Rubin,1995-01-05,1995-01-05,1996-09-24,1996-09-24,https://patents.google.com/patent/US5558349A/en
